"","Player","FGP_1997","FGP_1998","FGP_1999","FGP_2000","FGP_2001","FGP_2002","FGP_2003","FGP_2004","FGP_2005","FGP_2006","FGP_2007","FGP_2008","FGP_2009","FGP_2010","FGP_2011","FGP_2012","FGP_2013","FGP_2014","FGP_2015","FGP_2016"
"138","Byron Mullens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.424703891708968,0.385435168738899,0.442424242424242,NA,NA
"139","Byron Scott",0.430079155672823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","C.J. McCollum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.435616438356164,0.447938504542278
"141","C.J. Miles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.478813559322034,0.459074733096085,0.428825622775801,0.407119021134594,0.380645161290323,0.415309446254072,0.43520782396088,0.39782345828295,0.408517350157729
"142","C.J. Watson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45729537366548,0.46780303030303,0.370558375634518,0.368421052631579,0.418300653594771,0.437125748502994,0.434052757793765,NA
"143","Calbert Cheaney",0.505479452054794,0.456676860346585,0.414457831325301,0.43956043956044,NA,0.48068669527897,0.499231950844854,0.480968858131488,0.426415094339623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Calvin Booth",NA,NA,NA,NA,0.476190476190476,NA,NA,0.46551724137931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Cameron Payne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.410071942446043
"146","Carl Herrera",0.433389544688027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Carl Landry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616438356164384,0.574162679425837,0.535982814178303,0.502183406113537,0.502762430939227,0.539867109634552,NA,0.514905149051491,0.556
"148","Carl Thomas",NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Carlos Arroyo",NA,NA,NA,NA,NA,NA,NA,0.44140625,0.389277389277389,0.444444444444444,0.424686192468619,0.451149425287356,NA,0.474666666666667,0.43956043956044,NA,NA,NA,NA,NA
"150","Carlos Boozer",NA,NA,NA,NA,NA,NA,0.535598705501618,0.523333333333333,0.520923520923521,0.548872180451128,0.560658578856153,0.546646106399383,0.490234375,0.561930783242259,0.510059171597633,0.532066508313539,0.47719298245614,0.456122448979592,0.499327052489906,NA
"151","Carlos Delfino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.414893617021277,0.397151898734177,NA,0.408469945355191,0.389863547758285,0.401766004415011,0.404838709677419,NA,NA,NA
"152","Carlos Rogers",0.524752475247525,NA,NA,0.524691358024691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Carmelo Anthony",NA,NA,NA,NA,NA,NA,NA,0.425938566552901,0.430894308943089,0.480916030534351,0.475567790777701,0.491559756920999,0.443247721623861,0.458055925432756,0.455089820359281,0.430243902439024,0.449294828744124,0.452221545952526,0.444168734491315,0.433817903596021
"154","Caron Butler",NA,NA,NA,NA,NA,NA,0.415697674418605,0.380348652931854,0.445005045408678,0.4548802946593,0.462564102564103,0.465535524920467,0.452534562211982,0.428163653663178,0.44973544973545,0.40709219858156,0.423611111111111,0.394444444444444,0.406565656565657,NA
"155","Cartier Martin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.367647058823529,NA,NA,NA,0.420454545454545,NA,NA
"156","Casey Jacobsen",NA,NA,NA,NA,NA,NA,0.373088685015291,0.416666666666667,0.404411764705882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Cedric Ceballos",0.457050243111831,0.491566265060241,NA,0.446107784431138,0.441048034934498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Cedric Henderson",NA,0.48,0.417218543046358,0.395705521472393,0.389312977099237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Chandler Parsons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451730418943534,0.485623003194888,0.472137791286727,0.462002412545235,0.491551459293395
"160","Channing Frye",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4765625,0.432510885341074,0.487858719646799,0.423220973782772,0.450924608819346,0.431845597104946,0.415986949429038,NA,0.431876606683805,0.392197125256673,0.438040345821326
"161","Charles Barkley*",0.484104046242775,0.485215053763441,0.47808764940239,0.477477477477477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","Charles Jenkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.446735395189003,NA,NA,NA,NA
"163","Charles Oakley",0.488472622478386,0.439828080229226,0.428134556574924,0.417857142857143,0.388040712468193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","Charles Smith",NA,NA,NA,NA,NA,0.425233644859813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","Charlie Bell",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.439024390243902,0.437371663244353,0.380658436213992,0.41412213740458,0.381489841986456,NA,NA,NA,NA,NA,NA
"166","Charlie Villanueva",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.462765957446808,0.469973890339426,0.434889434889435,0.447199265381084,0.438935912938331,0.442090395480226,NA,0.377155172413793,NA,0.414364640883978,0.382262996941896
"167","Charlie Ward",0.394658753709199,0.455426356589147,0.404191616766467,0.422818791946309,0.415549597855228,0.372937293729373,0.398550724637681,0.41025641025641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","Chase Budinger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44070796460177,0.42530487804878,0.441613588110403,NA,0.393700787401575,0.433333333333333,0.435146443514644
"169","Chauncey Billups",NA,0.373831775700935,0.385858585858586,NA,0.422487223168654,0.422843256379101,0.420689655172414,0.393574297188755,0.44249726177437,0.41798418972332,0.426993865030675,0.44811858608894,0.418367346938776,0.417879417879418,0.426952141057934,NA,NA,NA,NA,NA
"170","Cherokee Parks",0.50990099009901,0.498886414253898,0.429090909090909,NA,0.489051094890511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","Chris Andersen",NA,NA,NA,NA,NA,NA,0.4,NA,0.533519553072626,NA,NA,NA,0.547945205479452,0.565737051792829,NA,NA,NA,0.643636363636364,0.579710144927536,NA
"172","Chris Anstey",NA,NA,NA,0.442307692307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","Chris Bosh",NA,NA,NA,NA,NA,NA,NA,0.459269662921348,0.470646766169154,0.505059797608096,0.496343692870201,0.493670886075949,0.486935866983373,0.518134715025907,0.496212121212121,0.486988847583643,0.534729878721058,0.516264428121721,0.460402684563758,0.466753585397653
"174","Chris Carr",0.461254612546125,0.420353982300885,0.370731707317073,0.395161290322581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","Chris Childs",0.413725490196078,0.42090395480226,0.426966292134831,0.408963585434174,0.402985074626866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Chris Copeland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.478947368421053,NA,0.361290322580645,NA
"177","Chris Crawford",NA,NA,0.431372549019608,NA,0.451851851851852,NA,NA,0.447983014861996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Chris Douglas-Roberts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.445026178010471,0.428571428571429,NA,NA,0.44047619047619,NA,NA
"179","Chris Dudley",0.430034129692833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Chris Duhon",NA,NA,NA,NA,NA,NA,NA,NA,0.352459016393443,0.399628252788104,0.407867494824017,0.386627906976744,0.42143906020558,0.372505543237251,NA,NA,NA,NA,NA,NA
"181","Chris Gatling",0.524879614767255,0.455045871559633,0.441509433962264,0.455112219451372,0.448840381991814,0.447098976109215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Chris Hunter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.502304147465438,NA,NA,NA,NA,NA,NA
"183","Chris Johnson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.402597402597403,NA
"184","Chris Kaman",NA,NA,NA,NA,NA,NA,NA,0.459770114942529,0.496969696969697,0.522662889518414,0.450920245398773,0.482857142857143,0.527868852459016,0.490016638935108,0.470744680851064,0.445561139028476,0.507293354943274,0.508670520231214,0.515482695810565,NA
"185","Chris Mihm",NA,NA,NA,NA,0.442455242966752,0.420152091254753,0.40418118466899,0.488188976377953,0.507246376811594,0.501089324618736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","Chris Mills",0.453020134228188,0.432592592592593,0.410596026490066,0.421232876712329,NA,0.416861826697892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Chris Morris",0.408026755852843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Chris Mullin*",0.553030303030303,0.48121387283237,0.477088948787062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Chris Paul",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.429778247096093,0.437428243398393,0.487993803253292,0.502788844621514,0.492935635792779,0.463362068965517,0.47752808988764,0.481308411214953,0.466666666666667,0.485470085470085,0.46229802513465
"190","Chris Porter",NA,NA,NA,NA,0.38876404494382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","Chris Quinn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.423592493297587,0.408304498269896,NA,NA,NA,NA,NA,NA,NA
"192","Chris Robinson",NA,0.373563218390805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Chris Singleton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.371794871794872,NA,NA,NA,NA
"194","Chris Webber",0.517566409597258,0.482475764354959,0.48586118251928,0.483204134366925,0.480733944954128,0.494883720930233,0.461270062805304,0.413301662707838,0.432579890880748,0.433895921237693,0.45226917057903,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Chris Whitney",0.421212121212121,0.354929577464789,NA,0.416506717850288,0.387234042553191,0.417682926829268,0.355300859598854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Chris Wilcox",NA,NA,NA,NA,NA,NA,NA,0.520642201834862,0.513677811550152,0.571111111111111,0.528693528693529,0.523510971786834,0.497297297297297,NA,0.580745341614907,NA,0.718954248366013,NA,NA,NA
"197","Christian Eyenga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42483660130719,NA,NA,NA,NA,NA
"198","Christian Laettner",0.485815602836879,0.484931506849315,NA,0.473158551810237,0.502722323049002,0.464088397790055,0.494186046511628,0.46484375,0.581521739130435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Chuck Hayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.573134328358209,0.51131221719457,NA,0.48936170212766,0.526997840172786,NA,NA,0.430769230769231,NA,NA
"200","Chuck Person",NA,0.35929648241206,0.387543252595156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Chucky Atkins",NA,NA,NA,0.423751686909582,0.399159663865546,0.465822784810127,0.361290322580645,0.396694214876033,0.426373626373626,0.394415357766143,0.433566433566434,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Chucky Brown",0.506493506493506,0.432795698924731,0.471849865951743,0.451219512195122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Clarence Weatherspoon",0.49075215782984,0.440789473684211,0.534090909090909,0.513126491646778,0.501445086705202,0.418141592920354,0.449275362318841,0.492890995260663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Clifford Robinson",0.425695110258869,0.479329608938547,0.475357710651828,0.464098073555166,0.422428330522766,0.424695977549111,0.397860962566845,0.387301587301587,0.38623326959847,0.426900584795322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Clifford Rozier",0.454022988505747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","Clint Capela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.581863979848867
"207","Clyde Drexler*",0.441601779755284,0.426817752596789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Cody Zeller",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.425742574257426,0.46112600536193,0.528604118993135
"209","Cole Aldrich",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.478405315614618,0.595555555555556
"210","Corey Benjamin",NA,NA,NA,0.414285714285714,0.380794701986755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Corey Brewer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.374485596707819,NA,0.430979978925184,0.395491803278689,0.434125269978402,0.424688561721404,0.480793060718711,0.426086956521739,0.384057971014493
"212","Corey Maggette",NA,NA,NA,0.477611940298507,0.462012320328542,0.443396226415094,0.44372574385511,0.447186574531096,0.431034482758621,0.445333333333333,0.454207920792079,0.458,0.460567823343849,0.515801354401806,0.452593917710197,0.372654155495979,NA,NA,NA,NA
"213","Corie Blount",NA,0.572192513368984,NA,NA,0.442176870748299,0.458167330677291,NA,0.454545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Corliss Williamson",0.497986577181208,0.494708994708995,0.484684684684685,0.5,0.502318392581144,0.509925558312655,0.452784503631961,0.504983388704319,0.467465753424658,NA,0.509719222462203,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Cory Alexander",0.395918367346939,0.4275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Cory Joseph",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475471698113208,0.503649635036496,0.439316239316239
"217","Courtney Alexander",NA,NA,NA,NA,0.417102966841187,0.470464135021097,0.382178217821782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Courtney Lee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.436129032258065,0.439236111111111,0.432758620689655,0.464150943396226,0.480456026058632,0.447900466562986,0.453834115805947
"219","Craig Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.531317494600432,0.5625,0.562256809338521,0.569269521410579,0.553191489361702,NA,NA,NA,NA,NA
"220","Cuttino Mobley",NA,NA,0.424691358024691,0.43011811023622,0.434102141680395,0.438144329896907,0.433926897844424,0.425531914893617,0.437768240343348,0.425595238095238,0.439909297052154,0.433333333333333,NA,NA,NA,NA,NA,NA,NA,NA
"221","D.J. Augustin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.429951690821256,0.386206896551724,0.416492693110647,0.375770020533881,0.350340136054422,0.415041782729805,0.398763523956723,0.422857142857143
"222","D.J. White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.506849315068493,0.492917847025496,NA,NA,NA,NA
"223","D'Angelo Russell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.410041841004184
"224","Daequan Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.381322957198444,0.375193798449612,NA,NA,0.368243243243243,0.305389221556886,NA,NA,NA
"225","Dahntay Jones",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.414448669201521,0.477223427331887,NA,0.458333333333333,0.460674157303371,0.467289719626168,0.409252669039146,0.369369369369369,NA,NA,NA
"226","Dajuan Wagner",NA,NA,NA,NA,NA,NA,0.368595041322314,0.366013071895425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","Dale Davis",0.537790697674419,0.548192771084337,0.533112582781457,0.501661129568106,0.496919917864476,0.510344827586207,0.541095890410959,0.473309608540925,0.478632478632479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Dale Ellis",0.414422241529105,0.497142857142857,0.440506329113924,0.415094339622642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Damian Lillard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.429347826086957,0.424079754601227,0.433823529411765,0.419267299864315
"230","Damien Wilkins",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44367816091954,0.435215946843854,0.402674591381872,NA,0.433070866141732,NA,NA,0.458860759493671,NA,NA,NA
"231","Damjan Rudez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.452471482889734,NA
"232","Damon Jones",NA,NA,NA,0.384615384615385,0.408653846153846,0.401408450704225,NA,0.400763358778626,0.455922865013774,0.386965376782077,0.385915492957746,0.415977961432507,NA,NA,NA,NA,NA,NA,NA,NA
"233","Damon Stoudamire",0.400852878464819,0.410632447296059,0.395866454689984,0.431767337807606,0.434224598930481,0.401960784313726,0.375903614457831,0.400785854616896,0.392274678111588,0.397212543554007,0.391304347826087,0.356083086053412,NA,NA,NA,NA,NA,NA,NA,NA
"234","Dan Dickau",NA,NA,NA,NA,NA,NA,NA,NA,0.404761904761905,NA,NA,0.418918918918919,NA,NA,NA,NA,NA,NA,NA,NA
"235","Dan Gadzuric",NA,NA,NA,NA,NA,NA,NA,0.524355300859599,0.53880266075388,0.553398058252427,0.473684210526316,NA,0.479508196721311,NA,0.418604651162791,NA,NA,NA,NA,NA
"236","Dan Majerle",0.406340057636888,0.419134396355353,0.395973154362416,0.402843601895735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Dana Barros",0.434782608695652,0.461412151067323,0.452830188679245,0.450574712643678,0.444174757281553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","Daniel Gibson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.432258064516129,0.390891840607211,0.466417910447761,0.4,NA,NA,NA,NA,NA
"239","Danilo Gallinari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.422869471413161,0.4140625,0.414163090128755,0.417910447761194,NA,0.401408450704225,0.41
"240","Danny Ferry",0.429471032745592,0.395104895104895,0.476351351351351,0.497368421052632,0.474666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Danny Fortson",NA,0.451718494271686,0.494818652849741,0.528301886792453,NA,0.42797783933518,NA,NA,0.52212389380531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","Danny Granger",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46234309623431,0.45852534562212,0.445643153526971,0.447141738449491,0.428446005267779,0.424603174603175,0.415515409139214,NA,0.37785016286645,NA,NA
"243","Danny Green",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.442348008385744,0.447963800904977,0.431683168316832,0.436314363143631,0.376114081996435
"244","Danny Manning",0.535849056603774,0.515873015873016,0.484455958549223,0.43952802359882,0.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Danny Schayes",NA,0.417789757412399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Dante Cunningham",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.495327102803738,0.461864406779661,0.516129032258065,0.46795827123696,0.463654223968566,0.457227138643068,0.451456310679612
"247","Dante Exum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.348557692307692,NA
"248","Darius Miles",NA,NA,NA,NA,0.504761904761905,0.481308411214953,0.409657320872274,0.48472775564409,0.48206599713056,0.46078431372549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Darius Songaila",NA,NA,NA,NA,NA,NA,NA,0.487179487179487,0.526639344262295,0.480651731160896,0.524444444444444,0.458244111349036,0.531728665207877,0.493852459016393,NA,NA,NA,NA,NA,NA
"250","Darko Milicic",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.508547008547009,0.454379562043796,0.438,0.515037593984962,0.490196078431373,0.468858131487889,NA,NA,NA,NA,NA
"251","Darrell Armstrong",0.382608695652174,0.410526315789474,0.440613026819923,0.432529043789097,0.412175648702595,0.419082125603865,0.409020217729393,0.395380434782609,0.32129963898917,NA,0.413793103448276,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Darrell Arthur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.438073394495413,NA,0.496794871794872,NA,0.45125348189415,0.395121951219512,0.403645833333333,0.451942740286299
"253","Darren Collison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.476552598225602,0.457471264367816,0.439770554493308,0.470994475138122,0.46685878962536,0.472727272727273,0.485824742268041
"254","Darrick Martin",0.406685236768802,0.376712328767123,0.366906474820144,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Darvin Ham",NA,NA,NA,NA,NA,0.568720379146919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","David Andersen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.432352941176471,0.462809917355372,NA,NA,NA,NA,NA
"257","David Benoit",NA,0.372549019607843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","David Harrison",NA,NA,NA,NA,NA,NA,NA,NA,0.576086956521739,0.503401360544218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","David Lee",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.595652173913043,0.6,0.551779935275081,0.548895899053628,0.545310015898251,0.507157464212679,0.503253796095445,0.518965517241379,0.522935779816514,0.511182108626198,0.53134328358209
"260","David Robinson*",NA,0.510798122065728,0.50853889943074,0.512124151309408,0.486026731470231,0.507440476190476,0.469047619047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","David Vaughn",NA,0.445945945945946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","David Wesley",0.468172484599589,0.443287037037037,0.445871559633028,0.426178010471204,0.422114608555287,0.4,0.43297974927676,0.38875,0.397619047619048,0.402852049910873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","David West",NA,NA,NA,NA,NA,NA,NA,0.473684210526316,NA,0.511583011583012,0.476010101010101,0.481992337164751,0.472136222910217,0.50489396411093,0.507692307692308,0.487430167597765,0.497522299306244,0.487752928647497,0.470845481049563,0.544642857142857
"264","Dean Garrett",0.573264781491003,0.428318584070796,0.502164502164502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","DeAndre Jordan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.605042016806723,0.686217008797654,0.631901840490798,0.64344262295082,0.675728155339806,0.709737827715356,0.702755905511811
"266","Dee Brown",NA,0.437722419928826,0.377777777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","DeJuan Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0.500857632933105,0.533730158730159,0.523985239852399,0.534351145038168,NA,NA
"268","Dell Curry",0.45933014354067,0.447004608294931,0.485119047619048,0.427312775330396,0.424083769633508,0.406340057636888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Delonte West",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.486842105263158,0.426778242677824,0.412631578947368,0.456730769230769,0.444954128440367,NA,0.461111111111111,NA,NA,NA,NA
"270","DeMar DeRozan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.498046875,0.467071057192374,0.421926910299003,0.445166531275386,0.429282160625444,0.413131313131313,0.445896877269426
"271","DeMarcus Cousins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.430278884462151,0.448448448448448,0.465250965250965,0.496221662468514,0.467166979362101,0.451201201201201
"272","DeMarre Carroll",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.459876543209877,0.470404984423676,0.48698315467075,0.388888888888889
"273","Dennis Rodman*",0.447552447552448,0.430555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Dennis Schroder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.427067669172932,0.421254801536492
"275","Dennis Scott",0.397863818424566,0.397342995169082,0.408450704225352,0.375375375375375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Derek Anderson",NA,0.407849829351536,0.398089171974522,0.438372093023256,0.415911379657603,0.40359477124183,0.426682692307692,0.375816993464052,0.388746803069054,0.356435643564356,0.428571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Derek Fisher",0.396946564885496,0.433862433862434,NA,0.345755693581781,NA,0.411411411411411,0.43741935483871,0.352430555555556,0.393377483443709,0.410372040586246,0.382222222222222,0.436293436293436,0.424418604651163,0.379928315412186,0.389413988657845,0.370689655172414,0.341614906832298,0.390581717451524,NA,NA
"278","Derek Harper",0.443620178041543,0.416974169741697,0.412371134020619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Derek Strong",0.447098976109215,0.419773095623987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","DerMarr Johnson",NA,NA,NA,NA,0.374358974358974,0.396296296296296,NA,NA,0.498652291105121,0.431372549019608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
