"","Player","FGP_1997","FGP_1998","FGP_1999","FGP_2000","FGP_2001","FGP_2002","FGP_2003","FGP_2004","FGP_2005","FGP_2006","FGP_2007","FGP_2008","FGP_2009","FGP_2010","FGP_2011","FGP_2012","FGP_2013","FGP_2014","FGP_2015","FGP_2016"
"83","Ben Gordon",NA,NA,NA,NA,NA,NA,NA,NA,0.410984848484849,0.421875,0.455156950672646,0.434050514499532,0.454752851711027,0.416309012875536,0.44025974025974,0.441509433962264,0.407894736842105,NA,0.43728813559322,NA
"84","Ben McLemore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375552282768778,0.436823104693141,0.428571428571429
"85","Ben Wallace",NA,NA,0.577889447236181,0.502994011976048,0.489749430523918,0.53125,0.480549199084668,0.421122994652406,0.453149001536098,0.509677419354839,0.452830188679245,0.392045454545455,NA,0.541095890410959,NA,NA,NA,NA,NA,NA
"86","Beno Udrih",NA,NA,NA,NA,NA,NA,NA,NA,0.443589743589744,0.454935622317597,0.369186046511628,0.463276836158192,0.461206896551724,0.49346016646849,0.5,0.439759036144578,0.441176470588235,0.438202247191011,0.487128712871287,0.434343434343434
"87","Bernard Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43013698630137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Bill Wennington",0.49789029535865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Billy Owens",0.4671875,0.464285714285714,NA,0.418994413407821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Bimbo Coles",0.388535031847134,0.378995433789954,0.442028985507246,0.454695222405272,NA,NA,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Bismack Biyombo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.464028776978417,0.450867052023121,NA,0.543010752688172,0.541666666666667
"92","Bison Dele",NA,0.510576923076923,0.501160092807425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Blake Griffin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.505813953488372,0.548923679060665,0.538246268656716,0.528329654157469,0.501748251748252,0.499170812603648
"94","Blue Edwards",0.397379912663755,0.439353099730458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Bo Outlaw",0.609112709832134,0.554327808471455,NA,0.601769911504425,0.614130434782609,0.555183946488294,0.550359712230216,0.509615384615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Bob Sura",0.431005110732538,NA,NA,0.43680981595092,0.38996138996139,0.423728813559322,0.411585365853659,0.416494845360825,0.426587301587302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Boban Marjanovic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.603448275862069
"98","Bobby Brown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.391666666666667,0.371308016877637,NA,NA,NA,NA,NA,NA
"99","Bobby Hurley",NA,0.390756302521008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Bobby Jackson",NA,0.391908975979772,0.405172413793103,0.404624277456647,0.439163498098859,0.442970822281167,0.46448087431694,0.444256756756757,0.427450980392157,0.382352941176471,0.393822393822394,0.403162055335968,0.397938144329897,NA,NA,NA,NA,NA,NA,NA
"101","Bobby Jones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.428571428571429,NA,NA,NA,NA,NA,NA,NA,NA
"102","Bobby Phills",0.428198433420366,0.445652173913043,0.432595573440644,0.453731343283582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Bobby Portis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.426605504587156
"104","Bobby Simmons",NA,NA,NA,NA,NA,NA,NA,0.394101876675603,0.466076696165192,0.452970297029703,NA,0.421370967741935,0.448979591836735,NA,NA,NA,NA,NA,NA,NA
"105","Bojan Bogdanovic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.453125,0.432576769025367
"106","Bonzi Wells",NA,NA,NA,0.491666666666667,0.533057851239669,0.468719923002887,0.441414141414141,0.427058823529412,0.440842787682334,0.463295269168026,NA,0.442882249560633,NA,NA,NA,NA,NA,NA,NA,NA
"107","Boris Diaw",NA,NA,NA,NA,NA,NA,NA,0.447284345047923,0.421768707482993,0.526377491207503,0.537785588752197,0.476780185758514,0.506787330316742,0.482535575679172,0.492248062015504,0.444444444444444,0.539156626506024,0.520689655172414,0.460443037974684,0.527415143603133
"108","Bostjan Nachbar",NA,NA,NA,NA,NA,NA,NA,NA,0.391727493917275,0.346153846153846,0.456565656565657,0.402298850574713,NA,NA,NA,NA,NA,NA,NA,NA
"109","Brad Miller",NA,NA,NA,0.460750853242321,0.435233160621762,0.499317871759891,0.493253373313343,0.510259917920657,0.523809523809524,0.494868871151653,0.453441295546559,0.462912087912088,0.47557003257329,0.430292598967298,0.445945945945946,NA,NA,NA,NA,NA
"110","Bradley Beal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.410480349344978,0.418624891209748,0.426556991774383,0.449311639549437
"111","Brandan Wright",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.528455284552846,NA,0.512820512820513,0.618025751072961,0.596534653465347,0.676737160120846,0.641873278236915,NA
"112","Brandon Bass",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.498985801217039,0.496062992125984,0.510729613733906,0.514728682170543,0.479430379746835,0.485568760611205,0.48551724137931,0.503660322108346,0.548895899053628
"113","Brandon Davies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.401459854014599,NA
"114","Brandon Jennings",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.370888157894737,0.389848812095032,0.418376449598573,0.398556535685646,0.372687224669604,0.401473296500921,0.368421052631579
"115","Brandon Knight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4148244473342,0.406605922551253,0.422161172161172,0.422297297297297,0.414525139664804
"116","Brandon Roy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.456209150326797,0.453846153846154,0.480273141122914,0.473025048169557,0.39961759082218,NA,NA,NA,NA,NA
"117","Brandon Rush",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.422608695652174,0.423076923076923,0.421359223300971,0.501066098081023,NA,NA,NA,0.426923076923077
"118","Brendan Haywood",NA,NA,NA,NA,NA,0.493212669683258,0.510324483775811,0.515463917525773,0.559718969555035,0.513888888888889,0.557746478873239,0.52754590984975,NA,0.562118126272912,0.573991031390135,0.517543859649123,NA,NA,NA,NA
"119","Brent Barry",0.408970976253298,0.420948616600791,0.396067415730337,0.462517680339463,0.493765586034913,0.507594936708861,0.457538994800693,0.503512880562061,0.422657952069717,0.452173913043478,0.475294117647059,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Brent Price",NA,0.412903225806452,0.483091787439614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Brevin Knight",NA,0.440878378378378,0.425396825396825,0.412186379928315,0.37466307277628,0.422155688622754,NA,0.426829268292683,0.422487223168654,0.398963730569948,0.418732782369146,0.403508771929825,NA,NA,NA,NA,NA,NA,NA,NA
"122","Brian Cardinal",NA,NA,NA,NA,NA,NA,NA,0.472103004291845,0.37037037037037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Brian Cook",NA,NA,NA,NA,NA,NA,NA,NA,0.417061611374408,0.510763209393346,0.45343137254902,0.376068376068376,NA,NA,NA,NA,NA,NA,NA,NA
"124","Brian Evans",NA,0.394230769230769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Brian Grant",NA,0.508078994614004,0.479057591623037,0.491477272727273,0.479207920792079,0.468852459016393,0.50887573964497,0.471451876019576,0.492822966507177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Brian Roberts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416829745596869,0.419965576592083,0.389380530973451,0.448484848484848
"127","Brian Scalabrine",NA,NA,NA,NA,NA,NA,NA,NA,0.397590361445783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Brian Shaw",0.366279069767442,0.345291479820628,NA,0.381987577639752,0.399026763990268,NA,0.386973180076628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Brian Skinner",NA,NA,NA,NA,NA,NA,0.549848942598187,0.497076023391813,0.507317073170732,0.5125,0.490118577075099,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Brook Lopez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.530805687203792,0.49867139061116,0.491978609625668,NA,0.521023765996344,0.563318777292576,0.512664640324215,0.510803802938634
"131","Brooks Thompson",0.399014778325123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Bruce Bowen",NA,0.409395973154362,NA,0.371134020618557,0.363166953528399,0.389447236180905,0.465553235908142,0.420318725099602,0.419732441471572,0.432835820895522,0.404710920770878,0.406542056074766,NA,NA,NA,NA,NA,NA,NA,NA
"133","Bryant Reeves",0.485853658536585,0.522848034006376,0.406374501992032,0.448398576512456,0.460144927536232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Bryant Stith",0.416252072968491,NA,0.393103448275862,NA,0.400981996726678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Bryce Drew",NA,NA,NA,0.382566585956416,0.379204892966361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Bryon Russell",0.479032258064516,0.43047619047619,0.463675213675214,0.446389496717724,0.44,0.38013698630137,0.352941176470588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Buck Williams",0.53680981595092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
