Season,Player,Age,Pos,Tm,GP,G,A,PTS,PlusMinus,PIM,EV,PP,SH,GW,EV,PP,SH,S,SP,TOI
2015,Joel Armia,22,RW,WPG,43,4,6,10,2,12,4,0,0,1,4,0,2,52,7.7,523
2015,Phillip Danault,22,C,TOT,51,4,6,10,-5,14,4,0,0,1,6,0,0,72,5.6,651
2015,Jonathan Drouin,20,LW,TBL,21,4,6,10,1,4,4,0,0,1,4,2,0,25,16,303
2015,Brian Flynn,27,C,MTL,56,4,6,10,-3,6,3,0,1,0,5,0,1,73,5.5,657
2015,Ben Lovejoy,31,D,PIT,66,4,6,10,9,30,4,0,0,0,5,0,1,90,4.4,1245
2015,Darnell Nurse,20,D,EDM,69,3,7,10,-13,60,3,0,0,0,5,1,1,120,2.5,1396
2015,Brooks Orpik,35,D,WSH,41,3,7,10,11,24,3,0,0,1,7,0,0,31,9.7,812
2015,Nick Shore,23,C,LAK,68,3,7,10,-10,32,3,0,0,1,5,2,0,90,3.3,844
2015,Austin Watson,24,LW,NSH,57,3,7,10,-4,32,3,0,0,0,7,0,0,55,5.5,570
2015,Mark Barberio,25,D,MTL,30,2,8,10,0,6,2,0,0,0,8,0,0,32,6.3,450
2015,Matt Hunwick,30,D,TOR,60,2,8,10,-17,32,2,0,0,1,6,2,0,74,2.7,1354
2015,Ben Chiarot,24,D,WPG,70,1,9,10,-9,43,1,0,0,0,9,0,0,74,1.4,1012
2015,Braydon Coburn,30,D,TBL,80,1,9,10,12,53,1,0,0,0,8,0,1,92,1.1,1340
2015,Nick Schultz,33,D,PHI,81,1,9,10,-1,42,1,0,0,0,9,0,0,70,1.4,1454
2015,Ryan Murphy,22,D,CAR,35,0,10,10,-1,10,0,0,0,0,9,1,0,47,0,604
2015,Rob Scuderi,37,D,TOT,63,0,10,10,7,10,0,0,0,0,9,0,1,35,0,996
2015,Daniel Carr,24,LW,MTL,23,6,3,9,0,8,5,1,0,1,3,0,0,39,15.4,278
2015,Brandon Sutter,26,C,VAN,20,5,4,9,3,2,3,1,1,2,4,0,0,45,11.1,360
2015,Dennis Rasmussen,25,C,CHI,44,4,5,9,9,4,4,0,0,1,5,0,0,42,9.5,403
2015,Jarret Stoll,33,C,TOT,80,4,5,9,-1,36,4,0,0,0,5,0,0,49,8.2,974
2015,Jordin Tootoo,32,RW,NJD,66,4,5,9,-26,102,2,2,0,0,2,3,0,90,4.4,761
2015,Kyle Clifford,25,LW,LAK,56,3,6,9,-1,55,3,0,0,0,6,0,0,68,4.4,524
2015,Ryan Dzingel,23,LW,OTT,30,3,6,9,4,11,3,0,0,0,6,0,0,23,13,324
2015,Carl Gunnarsson,29,D,STL,72,3,6,9,7,31,2,1,0,0,6,0,0,51,5.9,1251
2015,Nikita Nesterov,22,D,TBL,57,3,6,9,-6,41,1,2,0,0,4,2,0,57,5.3,849
2015,Magnus Paajarvi,24,LW,STL,48,3,6,9,-9,8,3,0,0,1,6,0,0,88,3.4,617
2015,Dalton Prout,25,D,CBJ,64,3,6,9,-6,102,3,0,0,0,6,0,0,69,4.3,1035
2015,Matt Carle,31,D,TBL,64,2,7,9,4,26,2,0,0,1,7,0,0,54,3.7,1074
2015,Erik Gudbranson,24,D,FLA,64,2,7,9,3,49,2,0,0,0,7,0,0,73,2.7,1287
2015,Jamie McBain,27,D,LAK,44,2,7,9,2,6,1,1,0,0,2,5,0,32,6.3,538
2015,Kerby Rychel,21,LW,CBJ,32,2,7,9,5,15,2,0,0,0,7,0,0,32,6.3,304
2015,Joel Edmundson,22,D,STL,67,1,8,9,0,63,1,0,0,0,8,0,0,90,1.1,1000
2015,Scott Gomez,36,C,TOT,34,1,8,9,-7,6,1,0,0,1,4,4,0,20,5,385
2015,Adam McQuaid,29,D,BOS,64,1,8,9,6,89,1,0,0,0,8,0,0,42,2.4,1155
2015,Richard Panik,24,RW,CHI,30,6,2,8,4,6,6,0,0,1,2,0,0,39,15.4,325
2015,Oliver Bjorkstrand,20,RW,CBJ,12,4,4,8,6,0,4,0,0,1,4,0,0,25,16,192
2015,Rene Bourque,34,RW,CBJ,49,3,5,8,-9,38,3,0,0,0,5,0,0,77,3.9,512
2015,Cody Hodgson,25,C,NSH,39,3,5,8,2,6,3,0,0,2,4,1,0,65,4.6,419
2015,Zack Kassian,25,RW,EDM,36,3,5,8,-7,114,3,0,0,0,5,0,0,42,7.1,448
2015,Shea Theodore,20,D,ANA,19,3,5,8,7,2,1,2,0,1,4,1,0,28,10.7,363
2015,Klas Dahlbeck,24,D,ARI,71,2,6,8,-5,28,2,0,0,0,5,0,1,64,3.1,1117
2015,Patrik Elias,39,C,NJD,16,2,6,8,5,10,2,0,0,0,4,2,0,21,9.5,247
2015,Jakub Kindl,28,D,TOT,44,2,6,8,13,18,2,0,0,1,5,1,0,63,3.2,677
2015,Luca Sbisa,26,D,VAN,41,2,6,8,5,26,2,0,0,1,5,0,1,29,6.9,712
2015,Cody Goloubef,26,D,CBJ,43,1,7,8,-3,20,1,0,0,0,7,0,0,40,2.5,650
2015,Andrew MacDonald,29,D,PHI,28,1,7,8,10,6,1,0,0,0,5,2,0,20,5,563
2015,Patrik Nemeth,23,D,DAL,38,0,8,8,-1,14,0,0,0,0,7,1,0,36,0,594
2015,Eric Nystrom,32,LW,NSH,46,7,0,7,-6,20,6,0,1,1,0,0,0,27,25.9,528
2015,Logan Shaw,24,RW,FLA,53,5,2,7,-7,13,4,1,0,1,2,0,0,72,6.9,649
2015,Tanner Glass,32,LW,NYR,57,4,3,7,-3,66,4,0,0,0,3,0,0,49,8.2,586
2015,Chris Porter,31,LW,MIN,61,4,3,7,-6,6,4,0,0,0,3,0,0,45,8.9,588
2015,Nathan Gerbe,28,LW,CAR,47,3,4,7,-15,14,3,0,0,0,3,1,0,73,4.1,633
2015,Nicklas Grossmann,31,D,ARI,58,3,4,7,-3,24,3,0,0,1,4,0,0,42,7.1,1031
2015,Michael Latta,24,C,WSH,43,3,4,7,0,50,3,0,0,0,4,0,0,29,10.3,348
2015,Cal O'Reilly,29,C,BUF,20,3,4,7,-1,2,2,1,0,1,3,1,0,10,30,224
2015,Dainius Zubrus,37,C,SJS,50,3,4,7,4,20,3,0,0,0,4,0,0,33,9.1,579
2015,Lance Bouma,25,C,CGY,44,2,5,7,-6,31,2,0,0,0,3,0,2,49,4.1,530
2015,Jonas Brodin,22,D,MIN,68,2,5,7,-4,18,2,0,0,0,5,0,0,58,3.4,1389
2015,Mark Fayne,28,D,EDM,69,2,5,7,-6,18,2,0,0,0,4,0,1,61,3.3,1153
2015,Corban Knight,25,C,FLA,20,2,5,7,3,4,2,0,0,0,5,0,0,11,18.2,193
2015,Zbynek Michalek,33,D,ARI,70,2,5,7,3,20,2,0,0,0,5,0,0,69,2.9,1191
2015,Maxime Talbot,31,C,BOS,38,2,5,7,-11,15,2,0,0,1,4,1,0,29,6.9,426
2015,Zach Trotman,25,D,BOS,38,2,5,7,3,22,2,0,0,0,5,0,0,60,3.3,705
2015,Adam Clendening,23,D,TOT,29,1,6,7,6,20,1,0,0,0,6,0,0,43,2.3,429
2015,Brandon Manning,25,D,PHI,56,1,6,7,2,66,1,0,0,1,6,0,0,67,1.5,926
2015,Martin Marincin,23,D,TOR,65,1,6,7,-3,34,1,0,0,0,6,0,0,55,1.8,1090
2015,Willie Mitchell,38,D,FLA,46,1,6,7,-2,18,1,0,0,1,6,0,0,33,3,917
2015,Joseph Morrow,23,D,BOS,33,1,6,7,-7,4,1,0,0,0,4,2,0,44,2.3,525
2015,Greg Pateryn,25,D,MTL,38,1,6,7,-8,49,1,0,0,0,6,0,0,32,3.1,636
2015,Brandon Prust,31,LW,VAN,35,1,6,7,-3,59,1,0,0,1,6,0,0,19,5.3,447
2015,Mike Reilly,22,D,MIN,29,1,6,7,-4,8,1,0,0,0,4,2,0,27,3.7,350
2015,Alex Biega,27,D,VAN,51,0,7,7,-11,22,0,0,0,0,7,0,0,61,0,855
2015,Derrick Pouliot,22,D,PIT,22,0,7,7,4,2,0,0,0,0,7,0,0,25,0,340
2015,Yannick Weber,27,D,VAN,45,0,7,7,-17,24,0,0,0,0,2,5,0,65,0,847
2015,Tyler Randell,24,RW,BOS,27,6,0,6,-2,47,6,0,0,1,0,0,0,18,33.3,189
2015,Scott Wilson,23,LW,PIT,24,5,1,6,0,12,5,0,0,1,1,0,0,39,12.8,256
2015,Zach Hyman,23,C,TOR,16,4,2,6,0,18,4,0,0,0,2,0,0,37,10.8,251
2015,Tomas Jurco,23,RW,DET,44,4,2,6,-6,16,4,0,0,0,2,0,0,43,9.3,404
2015,Ty Rattie,22,RW,STL,13,4,2,6,1,4,4,0,0,0,2,0,0,16,25,121
2015,Colton Sissons,22,C,NSH,34,4,2,6,5,12,4,0,0,0,2,0,0,25,16,339
2015,Chris Wagner,24,RW,TOT,43,4,2,6,-2,28,4,0,0,1,2,0,0,55,7.3,394
2015,Steve Downie,28,RW,ARI,26,3,3,6,1,53,3,0,0,0,3,0,0,22,13.6,234
2015,Nate Thompson,31,C,ANA,49,3,3,6,-1,47,2,0,1,0,3,0,0,42,7.1,568
2015,Viktor Tikhonov,27,RW,TOT,50,3,3,6,-10,20,1,2,0,1,3,0,0,41,7.3,572
2015,Stefan Elliott,25,D,TOT,21,2,4,6,-3,4,2,0,0,0,4,0,0,37,5.4,298
2015,Paul Gaustad,33,C,NSH,63,2,4,6,-4,46,1,0,1,0,3,0,1,46,4.3,708
2015,Brad Malone,26,C,CAR,57,2,4,6,-11,75,2,0,0,0,4,0,0,31,6.5,544
2015,Nic Petan,20,LW,WPG,26,2,4,6,2,10,2,0,0,0,3,1,0,25,8,305
2015,Zach Redmond,27,D,COL,37,2,4,6,5,10,1,1,0,0,4,0,0,22,9.1,436
2015,Ben Smith,27,RW,TOT,22,2,4,6,2,0,2,0,0,1,4,0,0,17,11.8,266
2015,Steve Bernier,30,RW,NYI,24,1,5,6,3,9,1,0,0,0,5,0,0,27,3.7,269
2015,Anthony Bitetto,25,D,NSH,28,1,5,6,0,19,1,0,0,0,5,0,0,19,5.3,340
2015,Connor Brown,22,RW,TOR,7,1,5,6,-2,0,0,1,0,0,1,3,1,11,9.1,105
2015,Taylor Chorney,28,D,WSH,55,1,5,6,8,21,1,0,0,0,5,0,0,28,3.6,726
2015,Frank Corrado,22,D,TOR,39,1,5,6,-12,26,1,0,0,0,4,1,0,46,2.2,564
2015,Eric Gelinas,24,D,TOT,40,1,5,6,-6,16,0,1,0,0,2,3,0,55,1.8,553
2015,Eric Gryba,27,D,EDM,53,1,5,6,0,75,1,0,0,0,5,0,0,58,1.7,948
2015,Jiri Sekac,23,LW,TOT,39,1,5,6,-5,16,0,1,0,0,4,1,0,49,2,455
2015,Clayton Stoner,30,D,ANA,50,1,5,6,4,67,1,0,0,0,4,0,1,32,3.1,768
2015,Brian Strait,28,D,NYI,52,1,5,6,1,31,1,0,0,0,4,0,1,43,2.3,803
2015,Joel Hanley,24,D,MTL,10,0,6,6,0,0,0,0,0,0,6,0,0,10,0,160
2015,Josh Leivo,22,LW,TOR,12,5,0,5,2,6,4,1,0,1,0,0,0,20,25,148
2015,Brandon Mashinter,27,LW,CHI,41,4,1,5,-7,23,4,0,0,0,1,0,0,25,16,307
2015,Mason Raymond,30,LW,CGY,29,4,1,5,-3,8,4,0,0,0,1,0,0,53,7.5,358
