Season,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2000,Detlef Schrempf,SF,37,POR,77,6,1662,187,433,21,52,166,381,179,215,79,253,332,197,37,17,100,182,574
2000,Dennis Scott,SF,31,VAN,66,0,1263,125,333,71,189,54,144,48,57,16,90,106,69,28,9,30,104,369
2000,Malik Sealy,SF,29,MIN,82,61,2392,371,780,10,35,361,745,177,218,119,233,352,197,76,19,110,197,929
2000,Brian Shaw,SG,33,LAL,74,2,1249,123,322,18,58,105,264,41,54,45,171,216,201,35,14,75,105,305
2000,Dickey Simpkins,PF,27,CHI,69,48,1651,111,274,0,1,111,273,65,120,124,248,372,100,22,22,128,217,287
2000,Brian Skinner,PF,23,LAC,33,9,775,68,134,0,0,68,134,43,65,63,138,201,11,16,44,37,75,179
2000,Joe Smith,C,24,MIN,78,9,1975,289,623,1,1,288,622,195,258,186,298,484,88,45,85,119,302,774
2000,Michael Smith,SF,27,WAS,46,46,1145,108,192,0,1,108,191,73,101,121,210,331,56,27,23,45,127,289
2000,Steve Smith,SG,30,POR,82,81,2689,420,900,96,241,324,659,289,340,123,190,313,209,71,31,117,214,1225
2000,Rik Smits,C,33,IND,79,79,1852,431,890,0,1,431,889,156,211,94,307,401,85,20,100,108,249,1018
2000,Eric Snow,PG,26,PHI,82,80,2866,257,597,11,45,246,552,126,177,42,219,261,624,140,8,162,243,651
2000,Felton Spencer,C,32,SAS,26,0,149,15,33,0,0,15,33,20,30,15,24,39,3,6,8,9,32,50
2000,Latrell Sprewell,SF,29,NYK,82,82,3276,568,1305,44,127,524,1178,344,397,49,300,349,332,109,22,226,184,1524
2000,Ryan Stack,PF,24,CLE,25,0,198,17,51,0,1,17,50,18,27,15,30,45,5,4,11,17,47,52
2000,Jerry Stackhouse,SG,25,DET,82,82,3148,619,1447,83,288,536,1159,618,758,118,197,315,365,103,36,311,188,1939
2000,John Starks,SG,34,TOT,37,30,1190,203,542,59,171,144,371,50,59,10,91,101,181,42,4,67,102,515
2000,John Starks,SG,34,GSW,33,30,1108,192,508,56,161,136,347,45,54,10,81,91,170,37,3,64,93,485
2000,John Starks,SG,34,CHI,4,0,82,11,34,3,10,8,24,5,5,0,10,10,11,5,1,3,9,30
2000,Vladimir Stepania,C,23,SEA,30,1,202,29,79,0,6,29,73,17,36,21,26,47,3,10,11,22,44,75
2000,Joe Stephens,SF,27,VAN,13,0,181,19,51,0,8,19,43,3,4,13,23,36,11,7,3,6,9,41
2000,Michael Stewart,C,24,TOR,42,1,389,20,53,0,0,20,53,18,32,33,61,94,6,5,19,17,81,58
2000,Bryant Stith,SG,29,DEN,45,6,691,86,189,17,56,69,133,64,77,23,61,84,61,18,12,33,56,253
2000,John Stockton*,PG,37,UTA,82,82,2432,363,725,43,121,320,604,221,257,45,170,215,703,143,15,179,192,990
2000,Peja Stojakovic,SF,22,SAC,74,11,1749,321,717,100,267,221,450,135,153,74,202,276,106,52,7,88,97,877
2000,Damon Stoudamire,PG,26,POR,78,78,2372,386,894,80,212,306,682,122,145,61,182,243,405,77,1,149,173,974
2000,Erick Strickland,SG,26,DAL,68,67,2025,316,730,73,186,243,544,162,195,69,254,323,211,105,13,102,190,867
2000,Mark Strickland,SF,29,MIA,58,5,663,122,224,0,0,122,224,40,56,44,96,140,22,15,18,24,68,284
2000,Rod Strickland,PG,33,WAS,69,67,2188,327,762,1,21,326,741,214,305,73,186,259,519,94,18,187,147,869
2000,Derek Strong,PF,31,ORL,20,0,148,21,48,1,4,20,44,11,14,11,33,44,4,5,2,12,15,54
2000,Bruno Sundov,C,19,DAL,14,0,61,12,31,0,0,12,31,2,2,5,7,12,2,2,2,4,16,26
2000,Bob Sura,SG,26,CLE,73,45,2216,356,815,122,332,234,483,175,251,50,238,288,284,91,19,148,201,1009
2000,Wally Szczerbiak,SF,22,MIN,73,53,2171,342,669,28,78,314,591,133,161,89,183,272,201,58,23,83,175,845
2000,Zan Tabak,C,29,IND,18,0,114,16,34,0,0,16,34,5,8,16,16,32,4,3,9,11,13,37
2000,Johnny Taylor,SF,25,TOT,6,0,34,5,14,1,1,4,13,0,0,2,4,6,1,1,1,2,5,11
2000,Johnny Taylor,SF,25,DEN,1,0,5,0,2,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0
2000,Johnny Taylor,SF,25,ORL,5,0,29,5,12,1,1,4,11,0,0,2,3,5,1,1,1,2,4,11
2000,Maurice Taylor,PF,23,LAC,62,60,2227,458,988,1,8,457,980,143,201,96,304,400,101,51,48,169,217,1060
2000,Jason Terry,PG,22,ATL,81,27,1888,249,600,46,157,203,443,113,140,24,142,166,346,90,10,156,133,657
2000,Jamel Thomas,SF,26,TOT,7,0,46,8,18,0,3,8,15,1,1,1,4,5,6,1,0,5,2,17
2000,Jamel Thomas,SF,26,BOS,3,0,19,5,10,0,1,5,9,1,1,0,2,2,2,0,0,1,0,11
2000,Jamel Thomas,SF,26,GSW,4,0,27,3,8,0,2,3,6,0,0,1,2,3,4,1,0,4,2,6
2000,John Thomas,C,24,TOR,55,6,477,49,107,0,1,49,106,16,41,37,38,75,9,12,14,14,106,114
2000,Kenny Thomas,PF,22,HOU,72,29,1797,212,531,32,122,180,409,138,209,147,290,437,113,54,22,112,167,594
2000,Kurt Thomas,PF,27,NYK,80,21,1971,270,535,1,3,269,532,100,128,144,361,505,82,51,42,105,278,641
2000,Tim Thomas,SF,22,MIL,80,1,2093,347,753,63,182,284,571,188,243,100,232,332,113,59,31,129,227,945
2000,Otis Thorpe,PF,37,MIA,51,1,777,125,243,0,3,125,240,29,48,56,110,166,33,26,9,59,136,279
2000,Robert Traylor,PF,22,MIL,44,16,447,58,122,0,4,58,118,41,68,50,65,115,20,25,25,27,79,157
2000,Gary Trent,SF,25,DAL,11,11,301,70,142,0,2,70,140,11,21,20,32,52,22,8,3,25,28,151
2000,Mirsad Turkcan,PF,23,TOT,17,0,90,14,38,0,6,14,32,5,8,13,20,33,5,3,1,8,14,33
2000,Mirsad Turkcan,PF,23,NYK,7,0,25,2,10,0,2,2,8,0,0,2,8,10,1,2,0,1,4,4
2000,Mirsad Turkcan,PF,23,MIL,10,0,65,12,28,0,4,12,24,5,8,11,12,23,4,1,1,7,10,29
2000,Wayne Turner,PG,23,BOS,3,0,41,1,6,0,0,1,6,2,6,1,2,3,5,0,0,3,4,4
2000,Nick Van Exel,PG,28,DEN,79,79,2950,473,1213,133,401,340,812,196,240,34,277,311,714,68,11,221,148,1275
2000,Keith Van Horn,PF,24,NJN,80,80,2782,559,1257,84,228,475,1029,333,393,200,476,676,158,64,60,245,258,1535
2000,Jacque Vaughn,PG,24,UTA,78,0,884,109,262,14,34,95,228,57,76,11,54,65,121,32,0,77,92,289
2000,Loy Vaught,PF,31,DET,43,0,292,32,89,0,3,32,86,11,16,26,65,91,11,6,4,11,45,75
2000,Fred Vinson,SG,29,SEA,8,0,40,5,17,2,7,3,10,1,2,0,1,1,0,3,0,4,2,13
2000,Antoine Walker,PF,23,BOS,82,82,3003,648,1506,73,285,575,1221,311,445,199,453,652,305,117,32,259,263,1680
2000,Samaki Walker,PF,23,SAS,71,7,980,137,305,0,0,137,305,86,126,77,195,272,38,10,35,64,108,360
2000,Ben Wallace,PF,25,ORL,81,81,1959,168,334,0,0,168,334,54,114,211,454,665,67,72,130,67,162,390
2000,John Wallace,SF,25,NYK,60,0,798,155,332,0,3,155,329,82,102,42,93,135,22,10,14,63,103,392
2000,Rasheed Wallace,PF,25,POR,81,77,2845,542,1045,8,50,534,995,233,331,129,437,566,142,87,107,157,216,1325
2000,Rex Walters,PG,29,MIA,33,0,389,38,91,5,20,33,71,12,16,8,28,36,65,6,0,29,44,93
2000,Charlie Ward,PG,29,NYK,72,69,1986,189,447,102,264,87,183,48,58,22,206,228,300,95,16,102,176,528
2000,Clarence Weatherspoon,PF,29,MIA,78,2,1615,215,419,0,0,215,419,135,183,128,321,449,93,51,49,100,165,565
2000,Chris Webber,PF,26,SAC,75,75,2880,748,1548,27,95,721,1453,311,414,189,598,787,345,120,128,218,264,1834
2000,Bonzi Wells,SF,23,POR,66,0,1162,236,480,20,53,216,427,88,129,78,104,182,97,69,12,97,153,580
2000,Bill Wennington,C,36,SAC,7,0,57,6,19,0,0,6,19,2,2,5,14,19,1,2,2,1,13,14
2000,David Wesley,PG,29,CHH,82,82,2760,407,955,88,248,319,707,214,275,39,186,225,463,109,11,159,186,1116
2000,Doug West,SG,32,VAN,38,0,581,59,145,0,3,59,142,34,40,18,53,71,43,12,8,19,80,152
2000,Mark West,C,39,PHO,22,2,127,5,12,0,0,5,12,5,8,6,25,31,2,2,4,6,23,15
2000,Jahidi White,C,23,WAS,80,59,1537,228,450,0,0,228,450,113,211,202,351,553,15,31,83,94,234,569
2000,Chris Whitney,PG,28,WAS,82,15,1627,217,521,96,255,121,266,112,132,20,114,134,313,55,5,107,166,642
2000,Aaron Williams,PF,28,WAS,81,0,1545,235,450,0,3,235,447,146,201,159,250,409,58,41,92,80,234,616
2000,Alvin Williams,PG,25,TOR,55,28,779,114,287,16,55,98,232,48,65,27,58,85,126,34,11,47,78,292
2000,Eric Williams,SF,27,BOS,68,17,1378,165,386,25,72,140,314,134,169,55,101,156,93,44,16,66,165,489
2000,Jason Williams,PG,24,SAC,81,81,2760,363,973,145,505,218,468,128,170,22,208,230,589,117,8,296,140,999
2000,Jerome Williams,PF,26,DET,82,1,2102,257,456,0,3,257,453,175,284,277,512,789,68,95,21,105,196,689
2000,Lorenzo Williams,PF,30,WAS,8,0,76,7,9,0,0,7,9,0,0,12,13,25,1,3,6,3,13,14
2000,Monty Williams,SF,28,ORL,75,23,1501,263,538,2,5,261,533,123,166,96,154,250,106,46,17,109,187,651
2000,Scott Williams,C,31,MIL,68,46,1488,213,426,0,0,213,426,94,129,177,271,448,28,40,66,65,230,520
2000,Shammond Williams,PG,24,SEA,43,5,517,84,225,24,81,60,144,33,51,12,40,52,78,18,0,40,39,225
2000,Walt Williams,SF,29,HOU,76,66,1859,312,681,102,261,210,420,101,123,69,237,306,157,49,44,113,190,827
2000,Corliss Williamson,SF,26,SAC,76,76,1707,311,622,0,0,311,622,163,212,122,168,290,82,38,19,110,192,785
2000,Kevin Willis,PF,37,TOR,79,1,1679,236,569,1,3,235,566,131,164,201,281,482,49,36,48,98,256,604
2000,Dedric Willoughby,PG,25,CHI,25,1,508,61,179,29,98,32,81,39,51,11,40,51,66,23,2,37,32,190
2000,David Wingate,SG,36,NYK,7,0,32,1,9,0,0,1,9,0,0,1,1,2,3,1,2,2,7,2
2000,Haywoode Workman,PG,34,TOT,36,2,350,31,90,14,43,17,47,10,15,1,25,26,61,20,0,18,37,86
2000,Haywoode Workman,PG,34,MIL,23,1,248,23,62,11,29,12,33,9,13,1,16,17,44,11,0,14,23,66
2000,Haywoode Workman,PG,34,TOR,13,1,102,8,28,3,14,5,14,1,2,0,9,9,17,9,0,4,14,20
2000,Metta World Peace,SF,20,CHI,72,63,2238,309,759,60,191,249,568,188,279,62,246,308,202,119,39,166,159,866
2000,Lorenzen Wright,C,24,ATL,75,0,1205,180,361,1,3,179,358,87,135,117,188,305,21,29,40,66,203,448
2000,Tim Young,C,23,GSW,25,0,137,13,39,0,0,13,39,28,36,13,22,35,5,2,1,9,18,54
1999,Tariq Abdul-Wahad,SG,24,SAC,49,49,1205,177,407,6,21,171,386,94,136,72,114,186,50,50,16,70,121,454
1999,Shareef Abdur-Rahim,SF,22,VAN,50,50,2021,386,893,11,36,375,857,369,439,114,260,374,172,69,55,186,137,1152
1999,Cory Alexander,PG,25,DEN,36,4,778,97,260,30,105,67,155,37,44,7,67,74,119,35,5,69,77,261
1999,Ray Allen,SG,23,MIL,50,50,1719,303,673,74,208,229,465,176,195,57,155,212,178,53,7,122,117,856
1999,Peter Aluma,C,25,SAC,2,0,5,1,2,0,0,1,2,0,0,1,1,2,0,1,1,2,4,2
1999,Derek Anderson,SG,24,CLE,38,13,978,125,314,21,69,104,245,138,165,20,89,109,145,48,4,82,73,409
1999,Kenny Anderson,PG,28,BOS,34,33,1010,161,357,6,24,155,333,84,101,24,79,103,193,33,2,71,78,412
1999,Nick Anderson,SF,31,ORL,47,39,1581,253,640,96,277,157,363,99,162,51,226,277,91,64,15,83,72,701
1999,Shandon Anderson,SG,25,UTA,50,2,1072,162,363,14,41,148,322,89,125,49,83,132,56,39,10,66,89,427
1999,Chris Anstey,C,24,DAL,41,4,470,50,139,0,7,50,132,34,48,35,62,97,27,18,13,26,98,134
1999,Greg Anthony,PG,31,POR,50,0,806,104,251,49,125,55,126,62,89,14,49,63,100,66,3,55,75,319
1999,B.J. Armstrong,PG,31,TOT,32,1,358,40,88,7,15,33,73,18,21,2,37,39,61,12,0,25,31,105
1999,B.J. Armstrong,PG,31,CHH,10,1,178,21,43,6,8,15,35,9,10,1,15,16,27,3,0,10,16,57
1999,B.J. Armstrong,PG,31,ORL,22,0,180,19,45,1,7,18,38,9,11,1,22,23,34,9,0,15,15,48
1999,Darrell Armstrong,PG,30,ORL,50,15,1502,230,522,69,189,161,333,161,178,53,127,180,335,108,4,158,90,690
1999,Keith Askins,SF,31,MIA,33,13,415,20,62,8,29,12,33,5,8,10,34,44,10,17,3,13,58,53
1999,Stacey Augmon,SF,30,POR,48,21,874,78,174,0,2,78,172,52,76,47,78,125,58,57,18,30,81,208
1999,Isaac Austin,C,29,ORL,49,49,1259,185,453,2,7,183,446,105,157,83,154,237,89,47,35,114,125,477
1999,Anthony Avent,PF,29,UTA,5,0,44,4,13,0,0,4,13,1,2,8,4,12,1,2,0,7,6,9
1999,Thurl Bailey,PF,37,UTA,43,0,543,78,175,0,2,78,173,25,34,36,58,94,26,9,28,27,78,181
1999,Toby Bailey,SG,23,PHO,27,10,249,34,86,1,5,33,81,9,13,24,30,54,13,9,2,11,24,78
1999,LaMark Baker,PG,29,TOR,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1999,Vin Baker,PF,27,SEA,34,31,1162,198,437,0,3,198,434,72,160,86,125,211,56,32,34,76,121,468
1999,Charles Barkley*,PF,35,HOU,42,40,1526,240,502,4,25,236,477,192,267,167,349,516,192,43,13,100,89,676
1999,Dana Barros,PG,31,BOS,50,16,1156,168,371,64,160,104,211,64,73,16,89,105,208,52,5,88,64,464
1999,Brent Barry,SG,27,CHI,37,30,1181,141,356,52,172,89,184,78,101,39,105,144,116,42,11,72,98,412
1999,Drew Barry,SG,25,SEA,17,0,183,10,32,8,24,2,8,9,13,3,17,20,29,7,1,12,24,37
1999,Jon Barry,SG,29,SAC,43,0,736,59,138,24,79,35,59,71,84,25,71,96,112,53,5,47,61,213
1999,Tony Battie,C,22,BOS,50,15,1121,147,283,0,3,147,280,41,61,96,204,300,53,29,71,45,159,335
1999,Corey Beck,PG,27,TOT,24,0,180,18,39,1,1,17,38,8,15,6,22,28,20,9,2,13,26,45
1999,Corey Beck,PG,27,DET,8,0,30,4,8,0,0,4,8,2,2,3,2,5,0,2,0,2,5,10
1999,Corey Beck,PG,27,CHH,16,0,150,14,31,1,1,13,30,6,13,3,20,23,20,7,2,11,21,35
1999,Benoit Benjamin,C,34,PHI,6,0,33,2,7,0,0,2,7,0,0,3,5,8,1,0,0,3,6,4
1999,Corey Benjamin,PG,20,CHI,31,1,320,44,117,3,14,41,103,27,40,15,25,40,10,11,8,21,46,118
1999,Mario Bennett,PF,25,CHI,3,0,19,2,6,0,0,2,6,3,4,2,3,5,0,1,0,1,4,7
1999,Travis Best,PG,26,IND,49,0,1043,127,305,22,59,105,246,70,83,19,61,80,169,42,4,62,111,346
1999,Mike Bibby,PG,20,VAN,50,50,1758,260,605,15,74,245,531,127,169,30,106,136,325,78,5,146,122,662
1999,Chauncey Billups,SG,22,DEN,45,41,1488,191,495,85,235,106,260,157,172,24,72,96,173,58,14,98,115,624
1999,Mookie Blaylock,PG,31,ATL,48,48,1763,247,651,77,251,170,400,69,91,45,179,224,278,99,9,115,61,640
1999,Corie Blount,PF,30,TOT,34,3,530,36,100,0,1,36,99,28,54,58,93,151,12,19,16,21,74,100
1999,Corie Blount,PF,30,LAL,14,3,162,13,33,0,1,13,32,6,12,24,22,46,2,1,4,6,27,32
1999,Corie Blount,PF,30,CLE,20,0,368,23,67,0,0,23,67,22,42,34,71,105,10,18,12,15,47,68
1999,Muggsy Bogues,PG,34,GSW,36,5,714,76,154,0,6,76,148,31,36,16,57,73,134,43,1,47,44,183
1999,Etdrick Bohannon,SF,25,WAS,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Keith Booth,SF,24,CHI,39,4,432,49,151,1,10,48,141,21,42,25,68,93,38,22,11,39,60,120
1999,Bruce Bowen,SF,27,BOS,30,1,494,26,93,7,26,19,67,11,24,15,37,52,28,21,9,13,51,70
1999,Earl Boykins,PG,22,TOT,22,0,221,30,79,3,18,27,61,2,3,7,10,17,33,6,0,20,20,65
1999,Earl Boykins,PG,22,NJN,5,0,51,10,21,1,5,9,16,0,0,1,3,4,6,1,0,7,3,21
1999,Earl Boykins,PG,22,CLE,17,0,170,20,58,2,13,18,45,2,3,6,7,13,27,5,0,13,17,44
1999,Shawn Bradley,C,26,DAL,49,33,1294,167,348,0,4,167,344,86,115,130,262,392,40,35,159,56,153,420
1999,Terrell Brandon,PG,28,TOT,36,34,1217,212,507,12,47,200,460,65,78,27,107,134,309,63,10,74,82,501
1999,Terrell Brandon,PG,28,MIL,15,14,505,85,208,7,28,78,180,26,31,11,42,53,104,24,3,36,25,203
1999,Terrell Brandon,PG,28,MIN,21,20,712,127,299,5,19,122,280,39,47,16,65,81,205,39,7,38,57,298
1999,Chucky Brown,PF,30,CHH,48,21,1192,176,373,15,40,161,333,40,59,36,138,174,57,16,19,38,106,407
1999,Dee Brown,PG,30,TOR,49,0,1377,187,495,135,349,52,146,40,55,15,88,103,143,56,8,80,75,549
1999,Gerald Brown,SG,23,PHO,33,0,236,33,89,3,10,30,79,11,14,5,17,22,31,5,1,22,21,80
1999,P.J. Brown,PF,29,MIA,50,50,1611,229,477,0,0,229,477,113,146,115,231,346,66,46,48,69,166,571
1999,Randy Brown,PG,30,CHI,39,32,1139,132,319,0,10,132,309,78,103,27,105,132,149,68,8,80,93,342
1999,Rick Brunson,PG,26,NYK,17,0,95,6,21,0,5,6,16,5,18,3,7,10,19,9,0,12,8,17
1999,Kobe Bryant,SG,20,LAL,50,50,1896,362,779,27,101,335,678,245,292,53,211,264,190,72,50,157,153,996
1999,Mark Bryant,PF,33,CHI,45,29,1204,168,348,0,1,168,347,71,110,92,140,232,48,34,16,68,149,407
1999,Jud Buechler,SF,30,DET,50,0,1056,100,240,61,148,39,92,13,18,29,104,133,57,37,13,21,83,274
1999,Matt Bullard,PF,31,HOU,41,0,413,43,114,24,62,19,52,7,10,9,33,42,18,13,4,14,28,117
1999,Scott Burrell,SF,28,NJN,32,10,706,75,208,28,72,47,136,34,42,32,87,119,45,40,11,23,82,212
1999,Willie Burton,SF,30,CHH,3,0,18,1,7,0,1,1,6,2,4,4,2,6,0,0,0,1,2,4
1999,Mitchell Butler,SG,28,CLE,31,1,418,67,139,11,29,56,110,23,32,13,31,44,22,15,4,29,41,168
1999,Jason Caffey,PF,25,GSW,35,32,876,123,277,0,1,123,276,62,98,79,126,205,18,24,9,75,113,308
1999,Marcus Camby,C,24,NYK,46,0,945,136,261,0,0,136,261,57,103,102,151,253,12,29,74,39,131,329
1999,Elden Campbell,C,30,TOT,49,33,1459,222,465,0,1,222,464,172,269,126,271,397,69,39,73,80,159,616
1999,Elden Campbell,C,30,LAL,17,1,325,44,101,0,0,44,101,38,62,38,58,96,8,1,16,22,51,126
1999,Elden Campbell,C,30,CHH,32,32,1134,178,364,0,1,178,363,134,207,88,213,301,61,38,57,58,108,490
1999,Antoine Carr,PF,37,HOU,18,0,152,21,52,0,1,21,51,5,7,9,22,31,9,1,10,9,31,47
1999,Chris Carr,SG,24,TOT,39,4,445,76,205,28,75,48,130,27,40,23,48,71,23,8,2,28,45,207
1999,Chris Carr,SG,24,MIN,11,2,81,9,26,3,9,6,17,2,4,0,12,12,7,1,1,4,9,23
1999,Chris Carr,SG,24,NJN,28,2,364,67,179,25,66,42,113,25,36,23,36,59,16,7,1,24,36,184
1999,Cory Carr,SG,23,CHI,42,7,624,71,216,5,30,66,186,24,32,8,41,49,66,21,7,46,66,171
1999,Vince Carter,SF,22,TOR,50,49,1760,345,766,19,66,326,700,204,268,94,189,283,149,55,77,110,140,913
1999,Sam Cassell,PG,29,TOT,8,3,199,39,93,2,10,37,83,47,50,5,10,15,36,9,0,20,22,127
1999,Sam Cassell,PG,29,NJN,4,3,100,21,49,1,7,20,42,29,31,1,5,6,19,3,0,12,13,72
1999,Sam Cassell,PG,29,MIL,4,0,99,18,44,1,3,17,41,18,19,4,5,9,17,6,0,8,9,55
1999,Kelvin Cato,C,24,POR,43,0,545,58,129,1,1,57,128,34,67,49,101,150,19,23,56,27,100,151
1999,Duane Causwell,C,30,MIA,19,1,137,20,35,0,0,20,35,4,12,14,21,35,2,0,11,18,32,44
1999,Cedric Ceballos,SF,29,DAL,13,5,352,59,140,11,28,48,112,34,49,23,62,85,12,7,5,28,23,163
1999,Rex Chapman,SG,31,PHO,38,35,1183,165,459,53,151,112,308,76,91,12,92,104,109,34,9,54,46,459
1999,Calbert Cheaney,SG,27,WAS,50,18,1266,172,415,8,37,164,378,33,67,33,108,141,73,39,16,42,146,385
1999,Pete Chilcutt,PF,30,VAN,46,0,697,63,172,26,68,37,104,14,17,29,88,117,30,22,12,28,52,166
1999,Chris Childs,PG,31,NYK,48,0,1297,114,267,36,94,78,173,64,78,18,115,133,193,44,1,85,156,328
1999,Doug Christie,SG,28,TOR,50,50,1768,252,650,49,161,203,489,207,246,59,148,207,187,113,26,119,111,760
1999,Keon Clark,C,23,DEN,28,0,409,36,80,0,1,36,79,21,37,36,60,96,10,10,31,21,52,93
1999,Keith Closs,C,22,LAC,15,0,87,12,23,0,1,12,22,8,10,5,20,25,0,3,9,6,14,32
1999,John Coker,C,27,WAS,14,0,98,13,31,0,0,13,31,5,6,7,15,22,0,1,2,2,17,31
1999,Derrick Coleman,PF,31,CHH,37,29,1178,168,406,7,33,161,373,143,190,76,252,328,78,24,42,90,96,486
1999,Bimbo Coles,PG,30,GSW,48,32,1272,183,414,6,25,177,389,83,101,21,96,117,222,45,11,82,113,455
1999,Marty Conlon,C,31,MIA,7,0,35,3,13,0,0,3,13,2,2,1,4,5,1,0,1,3,6,8
1999,Tyrone Corbin,SF,36,ATL,47,6,1066,131,335,38,119,93,216,52,80,37,108,145,43,31,7,43,74,352
1999,James Cotton,SG,23,SEA,10,0,59,6,18,0,3,6,15,13,18,2,8,10,0,3,0,3,6,25
1999,Chris Crawford,PF,23,ATL,42,30,784,110,255,11,33,99,222,57,70,37,53,90,24,10,13,48,106,288
1999,Austin Croshere,PF,23,IND,27,0,249,32,75,8,29,24,46,20,23,16,29,45,10,7,8,23,32,92
1999,John Crotty,PG,29,TOT,27,0,382,51,124,14,36,37,88,43,50,8,23,31,63,11,0,33,31,159
1999,John Crotty,PG,29,POR,3,0,19,4,8,1,1,3,7,3,3,0,1,1,5,2,0,0,1,12
1999,John Crotty,PG,29,SEA,24,0,363,47,116,13,35,34,81,40,47,8,22,30,58,9,0,33,30,147
1999,Terry Cummings,PF,37,GSW,50,0,1011,186,424,1,1,185,423,81,114,95,160,255,58,46,10,58,168,454
1999,William Cunningham,C,24,TOT,16,6,162,3,18,0,0,3,18,0,2,13,15,28,1,1,11,5,30,6
1999,William Cunningham,C,24,TOR,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,William Cunningham,C,24,NJN,15,6,161,3,18,0,0,3,18,0,2,13,15,28,1,1,11,5,30,6
1999,Bill Curley,PF,26,MIN,35,7,372,29,72,1,5,28,67,19,22,20,31,51,14,17,9,10,83,78
1999,Dell Curry,SG,34,MIL,42,0,864,163,336,69,145,94,191,28,34,18,67,85,48,36,3,45,42,423
1999,Michael Curry,SF,30,MIL,50,4,1146,90,206,1,15,89,191,63,79,19,89,108,78,42,7,37,135,244
1999,Erick Dampier,C,23,GSW,50,50,1414,161,414,0,0,161,414,120,204,164,218,382,54,26,58,92,165,442
1999,Antonio Daniels,PG,23,SAS,47,0,614,83,183,5,17,78,166,49,65,13,41,54,106,30,6,44,39,220
1999,Kornel David,SF,27,CHI,50,6,902,109,243,0,1,109,242,90,111,70,103,173,40,23,17,48,88,308
1999,Antonio Davis,PF,30,IND,49,1,1271,164,348,0,0,164,348,135,192,116,228,344,33,22,42,50,136,463
1999,Ben Davis,PF,26,NYK,8,0,21,7,17,0,0,7,17,3,6,9,2,11,3,0,0,1,4,17
1999,Dale Davis,PF,29,IND,50,50,1374,161,302,0,0,161,302,76,123,155,261,416,22,20,57,43,115,398
1999,Hubert Davis,SG,28,DAL,50,21,1378,174,397,65,144,109,253,44,50,3,83,86,89,21,3,57,76,457
1999,Mark Davis,SF,25,MIA,4,1,35,2,6,0,0,2,6,5,6,2,5,7,1,1,0,7,12,9
1999,Ricky Davis,SG,19,CHH,46,1,557,81,200,2,12,79,188,45,59,40,44,84,58,30,7,54,46,209
1999,Terry Davis,C,31,WAS,37,34,578,49,92,0,0,49,92,28,38,50,89,139,10,11,3,16,79,126
1999,Andrew DeClercq,C,25,TOT,47,32,1102,138,276,0,0,138,276,95,141,104,151,255,31,50,29,54,161,371
1999,Andrew DeClercq,C,25,BOS,14,1,258,28,57,0,0,28,57,19,29,33,30,63,10,13,9,22,51,75
1999,Andrew DeClercq,C,25,CLE,33,31,844,110,219,0,0,110,219,76,112,71,121,192,21,37,20,32,110,296
1999,Terry Dehere,SG-PG,27,TOT,26,0,291,31,85,16,39,15,46,5,7,7,17,24,27,7,3,16,30,83
1999,Terry Dehere,PG,27,SAC,4,0,20,4,11,1,5,3,6,0,0,2,0,2,1,2,0,2,2,9
1999,Terry Dehere,SG,27,VAN,22,0,271,27,74,15,34,12,40,5,7,5,17,22,26,5,3,14,28,74
1999,Vinny Del Negro,PG,32,MIL,48,7,1093,114,270,13,30,101,240,40,50,14,88,102,174,33,3,55,62,281
1999,Bison Dele,C,29,DET,49,48,1177,216,431,0,1,216,430,81,118,92,180,272,71,38,40,111,181,513
1999,Tony Delk,PG,25,GSW,36,13,630,92,253,16,66,76,187,46,71,11,43,54,95,16,6,45,47,246
1999,Michael Dickerson,SG,23,HOU,50,50,1558,215,462,71,164,144,298,46,72,26,57,83,95,27,11,66,90,547
1999,Vlade Divac,C,30,SAC,50,50,1761,262,557,11,43,251,514,179,255,140,361,501,215,44,51,131,166,714
1999,Michael Doleac,C,21,ORL,49,0,780,125,267,0,0,125,267,54,80,66,82,148,20,19,17,26,117,304
1999,Sherman Douglas,PG,32,LAC,30,19,842,96,219,0,11,96,208,55,87,16,42,58,124,27,3,61,54,247
1999,Bryce Drew,PG,24,HOU,34,0,441,47,129,16,49,31,80,8,8,3,29,32,52,12,4,31,61,118
1999,Chris Dudley,C,33,NYK,46,16,685,48,109,0,0,48,109,19,40,79,114,193,7,13,38,24,116,115
1999,Joe Dumars*,SG,35,DET,38,38,1116,144,350,89,221,55,129,51,61,12,56,68,134,23,2,53,51,428
1999,Tim Duncan,PF,22,SAS,50,50,1963,418,845,1,7,417,838,247,358,159,412,571,121,45,126,146,147,1084
1999,Blue Edwards,SF,33,MIA,24,0,283,32,72,4,10,28,62,9,13,7,26,33,30,17,5,21,23,77
1999,Howard Eisley,PG,26,UTA,50,0,1038,140,314,21,50,119,264,67,80,12,82,94,185,30,2,109,122,368
